Name,ID,Title,ShortText,Version,ServiceCode,ServiceUrl,Deprecated,hasManagedContent,CreatedAt,CreatedBy,ModifiedAt,ModifiedBy,ParentTechnicalName,State,ChangeLog,ExternalDocs,ReleaseInfo,MultiVersion,numberOfAPIs
TransportRecords_CommentsService,TransportRecords_CommentsService,Comments for Transport Check,"Create, retrieve, and change comments for the transport check.",1.0.0,ODATAV4,,,0,,XXX,,XXX,SAPBatchReleaseHubForLifeSciences,ACTIVE,,,,0,1
ConcurSharedImage,ConcurSharedImage,Image API Documentation,Manage receipt images for the OAuth consumer.,1.0,REST,https://hostname/concur/api,,0,,XXX,,XXX,ConcurShared,ACTIVE,,,,0,1
alerts,alerts,Alerts,"The banking customers use this service to create alerts for account balances, account summary, insufficient funds notification, stock portfolio messages, bank messages, and transactions etc.",8.3.04.02,ODATA,https://sandbox.api.sap.com/ocbapi/platform-web/odata/services/alertsservice,,0,,XXX,,XXX,OCB,ACTIVE,,,,0,1
PSM_ISI_R_II_IAM_QUERY_BUSINESS_ROLE_IN,PSM_ISI_R_II_IAM_QUERY_BUSINESS_ROLE_IN,Query Business Roles,An interface to query business role.,2205.1.0,SOAP,,,0,,XXX,,XXX,BYD,ACTIVE,,,,0,1
OP_JOURNALENTRYCREATEREQUESTCONF_IN,JOURNALENTRYCREATEREQUESTCONFI,Journal Entry - Post (Synchronous),Post journal entries from external systems to an SAP S/4HANA system synchronously using this inbound service,1.1.0,SOAP,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/f5/c8d0579212c525e10000000a4450e5/frameset.htm"",""description"":""Business Documentation""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/f5/c8d0579212c525e10000000a4450e5/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/f5/c8d0579212c525e10000000a4450e5/frameset.htm"",""description"":""Business Documentation""}}","2021 FPS00,2021 FPS01,2021 FPS02",1,1
SIA_GrowthStage,SIA_GrowthStage,Growth Stage Service,"Maintain Growth Stages, Principal Growth Stages and Growth Stage Patterns.",Beta,ODATAV4,,,0,,XXX,,XXX,SAPIntelligentAgriculture,BETA,,,,0,1
PSM_ISI_R_II_MANAGE_JOURNAL_ENTRY_IN,PSM_ISI_R_II_MANAGE_JOURNAL_ENTRY_IN,Manage Journal Entries,An interface to create journal entries from a source system or file.,2205.1.0,SOAP,,,0,,XXX,,XXX,BYD,ACTIVE,,,,0,1
LookupDocumentUpload,LookupDocumentUpload,Import Lookup Table Document,Web service to import lookup table document to SAP Ariba Sourcing,1,SOAP,,,0,,XXX,,XXX,SAPAribaWebServices,ACTIVE,,,,0,1
pickListValueDownload,pickListValueDownload,Pick List Value Download,Download pick list values from SAP Fieldglass.,1.0.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
OP_OPPORTUNITY_REQUEST_IN,OPPORTUNITYREQUEST_IN,Opportunity (Asynchronous),Maintain opportunity using this asynchronous inbound service,1.0.0,SOAP,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/de/8d0a762bf743f1ae0c6708cf72a4e9/frameset.htm"",""description"":""Business Documentation""},""2020 FPS02"":{""description"":""Business Documentation"",""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2020.002/EN/de/8d0a762bf743f1ae0c6708cf72a4e9/frameset.htm""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/de/8d0a762bf743f1ae0c6708cf72a4e9/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/de/8d0a762bf743f1ae0c6708cf72a4e9/frameset.htm"",""description"":""Business Documentation""}}","2020 FPS02,2021 FPS00,2021 FPS01,2021 FPS02",1,1
ConcurInvoicePay,ConcurInvoicePay,Invoice Payment Service,Manage your invoice payments.,4.0,REST,https://hostname/concur/api/v4.0,,0,,XXX,,XXX,ConcurInvoice,ACTIVE,"[{""date"":""1 March 2021"",""notes"":""Initial version."",""state"":""Active"",""version"":""4.0""}]",,,0,1
OP_API_RETURNSINSPECTION_0001,ReturnsInspection                   0001,Returns Inspection (A2X),"Create, read, update and confirm returns inspection using this inbound service",1.0.0,ODATAV4,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/ef/543281000346ea990173dc872bf847/frameset.htm"",""description"":""Business Documentation""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/ef/543281000346ea990173dc872bf847/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/ef/543281000346ea990173dc872bf847/frameset.htm"",""description"":""Business Documentation""}}","2021 FPS00,2021 FPS01,2021 FPS02",1,1
SAP_CP_Workflow_TCM_CF,SAP_CP_Workflow_TCM_CF,Inbox API for Cloud Foundry,Use the Inbox API (Cloud Foundry version) to retrieve the workflow tasks assigned to the current user,v1,ODATA,https://sandbox.api.sap.com/workflow-service/odata/v1/tcm,,0,,XXX,,XXX,SAPCPWorkflowAPIs,ACTIVE,,,,0,1
socialpayments,socialpayments,Social Payments,Bank consumers use this feature to send money securely and quickly to their Social contacts on Facebook and Gmail.,8.3.04.02,ODATA,https://sandbox.api.sap.com/ocbapi/platform-web/odata/services,,0,,XXX,,XXX,OCB,ACTIVE,,,,0,1
OP_ECC_CASHPOINTCLOSINGDOCNO,ECC_CASHPOINTCLOSINGDOCNO,External Cash Point – Inbound Closing Notification,Transfer cash desk closing data to Contract Accounting (FI-CA) using this inbound asynchronous service,1.0.0,SOAP,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/05/c00b163c7d41bdb9a2434f3faa437b/frameset.htm"",""description"":""Business Documentation""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/05/c00b163c7d41bdb9a2434f3faa437b/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/05/c00b163c7d41bdb9a2434f3faa437b/frameset.htm"",""description"":""Business Documentation""}}","2021 FPS00,2021 FPS01,2021 FPS02",1,1
SIA_Farm,SIA_Farm,Farm Service,Maintain Farms.,Beta,ODATAV4,,,0,,XXX,,XXX,SAPIntelligentAgriculture,BETA,,,,0,1
approvedTimesheetDownload,approvedTimesheetDownload,Approved Time Sheet Download,Download Approved Time Sheets from SAP Fieldglass.,1.0.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
docusign,docusign,DocuSign,"Offers eSignature, a way to sign electronically on practically any device, from almost anywhere, at any time",api-v2,REST,,,,,XXX,,XXX,esignature,,,,,0,1
uploadTITOTimeSheets,uploadTITOTimeSheets,TITO Time Sheet Detail Upload,Upload multiple Time In/Time Out (TITO) details for worker time sheets into SAP Fieldglass.,1.0.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
CUAN_OFFER_DISCOVERY_SRV,CUAN_OFFER_DISCOVERY_SRV_0001,Marketing Offer Discovery Service,Find suitable offers for a consumer using this synchronous inbound service,1,ODATA,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata/sap/CUAN_OFFER_DISCOVERY_SRV,,0,,XXX,,XXX,SAPS4HANAMarketingCloud,ACTIVE,,,,0,1
TransportationOrderQuotationCreateRequest_Out,TransportationOrderQuotationCreateRequest_Out,Provider API to Create Freight Request for Quotation,Enables shippers to create a freight request for quotation in SAP Logistics Business Network,1.0,SOAP,,,0,,XXX,,XXX,LbnFreightCollaborationTenderingSubcontracting,ACTIVE,,,,0,1
WAREHOUSEOUTBDELIVERYORDER_0001,WarehouseOutbDeliveryOrder          0001,"Warehouse Outbound Delivery Order - Read, Update (A2X)",Integrate external applications with warehouse outbound delivery orders in SAP S/4HANA Cloud with this synchronous inbound service using OData V4,1,ODATAV4,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata4/sap/api_warehouse_odo_2/srvd_a2x/sap/warehouseoutbdeliveryorder/0001,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
GenericAppointment_In,GenericAppointment_In,Provider API for Dock Appointment Scheduling,Enables shippers to create dock appointment requests and confirmed dock appointments in SAP Logistics Business Network,1.0,SOAP,,,0,,XXX,,XXX,LbnFreightCollaborationTenderingSubcontracting,ACTIVE,,,,0,1
uploadRateGrid,uploadRateGrid,Rate Grid Upload,Upload multiple sets of Rate Grid Codes into SAP Fieldglass.,1.0.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
API_WAREHOUSE_STORAGE_BIN,API_WAREHOUSE_STORAGE_BIN_0001,Warehouse Storage Bin - Read (A2X),Retrieve warehouse storage bins using this synchronous inbound service that uses OData V2,1,ODATA,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata/sap/API_WAREHOUSE_STORAGE_BIN,,0,,XXX,,XXX,SAPS4HANACloud,DEPRECATED,"[{""date"":""Aug 2021"",""notes"":""change Version of Service from V2 to V4"",""state"":""Deprecated"",""version"":""1 ""}]",,,0,1
bamboohr,bamboohr,Bamboo HR,Human resoures application for applicant tracking and employee goals,api-v2,REST,,,,,XXX,,XXX,humancapital,,,,,0,1
PSM_ISI_R_II_MANAGE_STAND_INB_NOTIF_IN,PSM_ISI_R_II_MANAGE_STAND_INB_NOTIF_IN,Manage Standard Inbound Delivery Notifications,An interface to create standard inbound delivery notifications for supplier delivery scenarios.,2205.1.0,SOAP,,,0,,XXX,,XXX,BYD,ACTIVE,,,,0,1
API_CUSTOMER_RETURNS_DELIVERY_SRV_0002,API_CUSTOMER_RETURNS_DELIVERY_SRV_0002,Customer Returns Delivery (A2X),Process customer returns with this synchronous inbound service,2,ODATA,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata/sap/API_CUSTOMER_RETURNS_DELIVERY_SRV;v=0002,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
TeamsAPI,TeamsAPI,Teams,To read details related to teams.,1.0.0,REST,,,0,,XXX,,XXX,ResponsibilityManagementOnSAPBTP,ACTIVE,,,,0,1
Tenantconfig_API,Tenantconfig_API,Tenant Configurations,Enables you to manage your tenant configurations,1.0.0,REST,https://hostname/public/api,,0,,XXX,,XXX,SAPConversationalAI,ACTIVE,"[{""date"":""24 January 2022"",""notes"":""New endpoint (Flag) has been introduced to enable or disable developer token for enterprise tenant."",""state"":""Active"",""version"":""2.0.4""},{""date"":""15 November 2021"",""notes"":""A new endpoint to set security header toggle for your enterprise tenant has been introduced."",""state"":""Active"",""version"":""1.0.1""}]",,,0,1
supplier_custom_fields,supplier_custom_fields,Risk Category Information API,Enables admin users to assign values to preconfigured supplier custom fields.,1.0.0,REST,https://sandbox.api.sap.com/ariba/api/supplier-custom-fields/v1/sandbox,,0,,XXX,,XXX,SAPAribaOpenAPIs,DEPRECATED,"[{""date"":""20 Feb 2021"",""notes"":""Version 1.0.0 of Risk Category Information API is deprecated and can be decommissioned on or after 15 Aug 2022"",""state"":""Deprecated"",""version"":""1.0.0""},{""date"":""15 Aug 2020"",""notes"":""Version 1.0.0 of Risk Category Information API is now published"",""state"":""Active"",""version"":""1.0.0""}]",,,0,1
constantcontact,constantcontact,Constant Contact,Email marketing automation platform to create marketing campaigns,api-v2,REST,,,,,XXX,,XXX,marketing,,,,,0,1
BILLABLEITEMSCREATEREQUEST_IN,BILLABLEITEMSCREATEREQUEST_IN,Convergent Invoicing Billable Items - Create - Request,Create billable items in Convergent Invoicing,1,SOAP,,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
employeeanduser,employeeanduser,Internal Employees,Maintain information on internal employees and perform multiple functions for them and their corresponding business users.,1.0,ODATA,https://sandbox.api.sap.com/sap/c4c/odata/v1/c4codataapi,,0,,XXX,,XXX,C4C,ACTIVE,,,,0,1
OP_JITCALLREQUEST_IN,JITCALLREQUEST_IN,Manage Just-In-Time Calls,Creates and modifies inbound Just-In-Time calls asynchronously,1.0.0,SOAP,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/29/63c5246b334cca8787cc1aa4cd587c/frameset.htm"",""description"":""Business Documentation""},""2020 FPS02"":{""description"":""Business Documentation"",""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2020.002/EN/29/63c5246b334cca8787cc1aa4cd587c/frameset.htm""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/29/63c5246b334cca8787cc1aa4cd587c/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/29/63c5246b334cca8787cc1aa4cd587c/frameset.htm"",""description"":""Business Documentation""}}","2020 FPS02,2021 FPS00,2021 FPS01,2021 FPS02",1,1
SIA_Field,SIA_Field,Field Service,Maintain Fields.,Beta,ODATAV4,,,0,,XXX,,XXX,SAPIntelligentAgriculture,BETA,,,,0,1
PurchaseOrderCancelRealTimeExport,PurchaseOrderCancelRealTimeExport,Export Cancel Purchase Order,Send the purchase order cancellation status to the external systems.,1,SOAP,,,0,,XXX,,XXX,SAPAribaWebServices,ACTIVE,,,,0,1
purchase_orders_supplier,purchase_orders_supplier,Ariba Network Purchase Orders Supplier API,Retrieve purchase order header and item details,1.0.0,REST,https://sandbox.api.sap.com/ariba/api/purchase-orders-supplier/v1/sandbox,,0,,XXX,,XXX,SAPAribaOpenAPIs,ACTIVE,"[{""date"":""15 Aug 2020"",""notes"":""Version 1.0.0 of Ariba Network Purchase Orders Supplier API is now published"",""state"":""Active"",""version"":""1.0.0""}]",,,0,1
SbinvTransmissionReceiverAPI,SbinvTransmissionReceiverAPI,Self-Billing Document – Receive for Invoice Creation,Receive transmissions containing self-billing documents from the buyer to implement self-billing with invoice creation.,1.0,SOAP,,,0,,XXX,,XXX,SelfBillingAPIs,ACTIVE,,,,0,1
cf_tax,cf_tax,Tax Determination and Calculation (Cloud Foundry),Determines and calculates indirect taxes due on business transactions.,1.8.0,REST,,,0,,XXX,,XXX,SAPHCPTaxService,DEPRECATED,"[{""date"":""01 Sep 2021"",""notes"":""New API is available via Integration Flow."",""state"":""Deprecated"",""version"":""1.8.0""},{""date"":""08 Jun 2021"",""notes"":""The zipCode parameter is converted to an optional parameter. This parameter is under the location parameter in the payload request. This change applies to Tax v0."",""state"":""Active"",""version"":""1.7.3""},{""date"":""22 Apr 2021"",""notes"":""Enable the identification of the partner calculating the taxes via partnerName parameter."",""state"":""Active"",""version"":""1.7.2""},{""date"":""09 Nov 2020"",""notes"":""Change on the description of the attributeType parameter under the taxAttribute parameter of the payload response. This change applies to Tax v0."",""state"":""Active"",""version"":""1.7.1""},{""date"":""08 Oct 2020"",""notes"":""Enable the service to return legal texts for taxes via the taxLegalTexts parameter under the taxes parameter of the payload response. This change applies to Tax v1."",""state"":""Active"",""version"":""1.7.0""},{""date"":""05 Oct 2020"",""notes"":""Enable the identification of the partner that determines and calculates taxes via the partnerName key in the additionalInformation parameter of the payload response. This change applies to Tax v1."",""state"":""Active"",""version"":""1.6.0""},{""date"":""14 Sep 2020"",""notes"":""Enable the identification of a natural person via isNaturalPerson parameter."",""state"":""Active"",""version"":""1.5.0""},{""date"":""31 Aug 2020"",""notes"":""Enable assignment of tax deductibility information to items. This change applies to Tax v1."",""state"":""Active"",""version"":""1.4.0""},{""date"":""25 May 2020"",""notes"":""Enable correlation ID support via X-CorrelationID parameter."",""state"":""Active"",""version"":""1.1.0""},{""date"":""27 Mar 2020"",""notes"":""First version of the API in the Cloud Foundry Environment."",""state"":""Active"",""version"":""1.0.0""}]",,,0,1
ecwid,ecwid,Ecwid,eCommerce Shopping Cart soltuion with Wordpress Plugins,api-v2,REST,,,,,XXX,,XXX,ecommerce,,,,,0,1
ECDismissalProtection,ECDismissalProtection,Dismissal Protection,API to access the data for dismissal protection,1.0,ODATA,https://sandbox.api.sap.com/successfactors/odata/v2,,0,,XXX,,XXX,SuccessFactorsEmployeeCentral,ACTIVE,,,,0,1
GetChildrenApi,GetChildrenApi,Get Children,Provide immediate child objects for the speciﬁed folder.,1.0,REST,,,0,,XXX,,XXX,SAPDocumentManagementServiceIntegrationOptionCMISAPI,ACTIVE,,,,0,1
APIGetApplicationUser,APIGetApplicationUser,Application User,It returns the list of IAG Application Users which are allowed to create or view status of the request,1.0.0,REST,https://hostname/com/sap/grc/iag/service/eaccessrequest.svc,,0,,XXX,,XXX,SAPCloudIdentityAccessGovernanceAccessRequestService,ACTIVE,,,,0,1
PSM_ISI_R_II_A1S_PMM_BOM_MGMT,PSM_ISI_R_II_A1S_PMM_BOM_MGMT,Production Bill of Material Management,An interface to manage production bill of material.,2205.1.0,SOAP,,,0,,XXX,,XXX,BYD,ACTIVE,,,,0,1
UserAuthorizations,UserAuthorizations,User Authorizations API,User Authorizations feature helps to define a more granular access to asset modeling business objects for users within your organization,v1,REST,https://sandbox.api.sap.com/sapassetintelligencenetwork,,0,,XXX,,XXX,SAPAssetIntelligenceNetwork,ACTIVE,,,,0,1
II_EXCHANGE_RATE_REPL_IN,II_EXCHANGE_RATE_REPL_IN,Currency Exchange Rate Replication In,Replicates currency exchange rate to SAP Cloud for Customer.,1.0.0,SOAP,,,0,,XXX,,XXX,C4C,ACTIVE,,,,0,1
AttributeSupplier_Provider,AttributeSupplier_Provider,Retrieve Material Genealogy Data,Enables you to fetch material genealogy data that's published on a blockchain,1.2,REST,,,0,,XXX,,XXX,LbnMaterialTraceability,ACTIVE,"[{""date"":""25 Apr 2022"",""notes"":""Support of product carbon footprint data"",""state"":""Active"",""version"":""1.2""},{""date"":""18 Mar 2022"",""notes"":""API enhancement for retrieving upstream material genealogy data of serialized products and product batches"",""state"":""Active"",""version"":""1.1""},{""date"":""5 Oct 2020"",""notes"":""Initial version for retrieving upstream material genealogy data of product batches "",""state"":""Active"",""version"":""1""}]",,,0,1
OP_SERVICECONFIRMATIONCONFIRMATION_OUT,CO_CRMS4_SRVC_CONF_REQUEST,Service Confirmation - Confirm Processing (Asynchronous),Communicate with an external system when a service confirmation is created or changed using this asynchronous outbound service,1.1.0,SOAP,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/da/26030fda6148e1b753aa20610f83d6/frameset.htm"",""description"":""Business Documentation""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/da/26030fda6148e1b753aa20610f83d6/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/da/26030fda6148e1b753aa20610f83d6/frameset.htm"",""description"":""Business Documentation""}}","2021 FPS00,2021 FPS01,2021 FPS02",1,1
execute_api_final,execute_api_final,Process Execution,Execute processes and retrieve details of executed processes.,1.0.0,REST,,,0,,XXX,,XXX,SAPIndustryProcessFramework,ACTIVE,"[{""date"":""14 Nov 2021"",""notes"":""Initial Version"",""state"":""Active"",""version"":""1.0.0""}]",,,0,1
neo_producer_api,neo_producer_api,Neo Producer API,Allows posting custom events that can be consumed in a system of choice defined in your subscriptions.,v1,REST,https://hostname/,,0,,XXX,,XXX,AlertNotification,ACTIVE,,,,0,1
activeWorkerDownloadDeltaSingleLine,activeWorkerDownloadDeltaSingleLine,Active Worker Delta Single Line Download,Download Active Worker Delta Single Line from SAP Fieldglass.,1.0.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
SAP_ICSM_BusinessPartnerExt,SAP_ICSM_BusinessPartnerExt,Business Partner,"Retrieve clinical site-related business partner data, including a reference to a clinical study, from an external system.",1.0.0,REST,,,0,,XXX,,XXX,SAPIntelligentClinicalSupplyManagementForOperations,ACTIVE,,,,0,1
API_ENTERPRISE_PROJECT_SRV_0002,API_ENTERPRISE_PROJECT_SRV_0002,Enterprise Project,"Create, read, update or delete the project definition or the project elements of enterprise projects or professional services projects using this synchronous inbound service",2,ODATA,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata/sap/API_ENTERPRISE_PROJECT_SRV;v=0002,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
MapTile_Base,MapTile_Base,HERE Map Tile API - Base,Show fresh day-time map tiles in the base style.,2.1,REST,https://hostname/maptile/2.1,,0,,XXX,,XXX,HERELocationSuite,ACTIVE,,,,0,1
uploadClassification,uploadClassification,Classification Upload,Upload Classification Data Into SAP Fieldglass,API-A-V1.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
PSM_ISI_R_II_SRM_RTS_QBO,PSM_ISI_R_II_SRM_RTS_QBO,Return To Supplier Query,An interface to query return to supplier from a source system.,2205.1.0,SOAP,,,0,,XXX,,XXX,BYD,ACTIVE,,,,0,1
APIEntitlementsService,APIEntitlementsService,Entitlements Service,"Manage product entitlements and assignments across your global account, directories, and subaccounts.",1.0,REST,https://hostname/,,0,,XXX,,XXX,SAPCloudPlatformCoreServices,ACTIVE,"[{""date"":""5 November 2020"",""notes"":""Entitlements APIs for the SAP Cloud Management service are available for productive use in the SAP API Business Hub."",""state"":""Active"",""version"":""1.0""},{""date"":""21 May 2020"",""notes"":""Initial APIs for the SAP Cloud Management service are now available as beta in the SAP API Business Hub. For information about availability, refer to the API description above."",""state"":""Beta"",""version"":""Beta""}]",,,0,1
OP_API_LOGBR_NOTAFISCAL_SRV_0001,API_LOGBR_NOTAFISCAL_SRV_0001,"Nota Fiscal – Create, Update",Create and update notas fiscais using this inbound and synchronous service for Brazil,1.0.0,ODATA,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2020 FPS02"":{""description"":""Business Documentation"",""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2020.002/EN/6a/7e35da2f4e45ee9a0be69b61bf7765/frameset.htm""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/6a/7e35da2f4e45ee9a0be69b61bf7765/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/6a/7e35da2f4e45ee9a0be69b61bf7765/frameset.htm"",""description"":""Business Documentation""}}","2020 FPS02,2021 FPS01,2021 FPS02",1,1
CST_Plant,CST_Plant,Plant,Processes plant information.,1.0.0,REST,,,0,,XXX,,XXX,DataIngestionforIndustryCloudSolutions,ACTIVE,,,,0,1
OP_CO_SDSLS_ESR_SO_BULK_CONF_O_V2,CO_SDSLS_ESR_SO_BULK_CONF_O_V2,Sales Order - Confirm Processing (A2A),Confirm the processing of sales orders with this asynchronous outbound SOAP service,1.0.0,SOAP,,,0,,XXX,,XXX,S4HANAOPAPI,ACTIVE,null,"{""2021 FPS00"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.000/EN/18/6082f3fb3b4f1ba12297f2d82639b0/frameset.htm"",""description"":""Business Documentation""},""2020 FPS02"":{""description"":""Business Documentation"",""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2020.002/EN/18/6082f3fb3b4f1ba12297f2d82639b0/frameset.htm""},""2021 FPS01"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.001/EN/18/6082f3fb3b4f1ba12297f2d82639b0/frameset.htm"",""description"":""Business Documentation""},""2021 FPS02"":{""url"":""https://help.sap.com/http.svc/ahp2/SAP_S4HANA_ON-PREMISE/2021.002/EN/18/6082f3fb3b4f1ba12297f2d82639b0/frameset.htm"",""description"":""Business Documentation""}}","2020 FPS02,2021 FPS00,2021 FPS01,2021 FPS02",1,1
InspectionLots_CommentsService,InspectionLots_CommentsService,Comments for Inspection Lots,"Create, retrieve, and change comments about inspection lots.",1.0.0,ODATAV4,,,0,,XXX,,XXX,SAPBatchReleaseHubForLifeSciences,ACTIVE,,,,0,1
businessContextRecord,businessContextRecord,Business Context Record Management,APIs for Business Context Management run time configuration.,1.0.0,ODATA,https://sandbox.api.sap.com:443/dataprivacyintegrationrecord/ext/business-context/v1/businessContextRecordManagementServices,,0,,XXX,,XXX,DataPrivacyIntegrationBusinessContext,ACTIVE,,,,0,1
BusinessPartnerAPI,BusinessPartnerAPI,Business Partners,Enables you to retrieve customers and key mappings from SAP Order Management foundation.,1.0.0,REST,,,0,,XXX,,XXX,SAPOrderManagementFoundation,ACTIVE,"[{""date"":""24 May 2022"",""notes"":""Initial version"",""state"":""ACTIVE"",""version"":""1.0.0""}]",,,0,1
WAREHOUSERESOURCE_0001,WarehouseResource                   0001,Warehouse Resource (A2X),Integrate external applications with warehouse resources in SAP S/4HANA Cloud with this synchronous inbound service using OData V4,1,ODATAV4,https://sandbox.api.sap.com/s4hanacloud/sap/opu/odata4/sap/api_warehouse_resource_2/srvd_a2x/sap/warehouseresource/0001,,0,,XXX,,XXX,SAPS4HANACloud,ACTIVE,,,,0,1
RM_CharacteristicValueCodes,RM_CharacteristicValueCodes,Characteristic Value Codes,Processes characteristic values.,1.0.0,REST,,,0,,XXX,,XXX,SAPIntelligentReturnsManagement,ACTIVE,,,,0,1
uploadWorkerEdit,uploadWorkerEdit,Worker Update Upload,Upload worker edits into SAP Fieldglass.,1.0.0,REST,https://sandbox.api.sap.com/fieldglass/api/vc/connector,,0,,XXX,,XXX,FieldglassAPI,ACTIVE,,,,0,1
PSM_ISI_R_II_MANAGE_SERVICE_PROD_IN,PSM_ISI_R_II_MANAGE_SERVICE_PROD_IN,Manage Service Products,An interface to manage a bundle of service products from an external application.,2205.1.0,SOAP,,,0,,XXX,,XXX,BYD,ACTIVE,,,,0,1
MTLS,MTLS,Mutual Certificate Authentication,The Mutual TLS (MTLS) authentication API allows you to configure your organization's Qualtrics API access to require a client certificate.,3.0.0,REST,https://sandbox.api.sap.com/qualtrics,,0,,XXX,,XXX,Qualtrics,ACTIVE,,,,0,1
